Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred,File_Name
S-2020-189391,28/02/2020 15:30,Term 1,Violence,Rural South and West,Orange,Assault,,,A student has xxxxx assaulted another student on school grounds. Executive staff were notified who contacted parents and an ambulance. The student was conveyed to hospital for monitoring. Internal notifications have been made and supports will be arranged.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-189454,28/02/2020 15:45,Term 1,Violence,Regional North and West,Macquarie,Assault,,,A student has sustained an injury as a result of contact with xxxxx other students on school grounds. Parents were informed who conveyed the injured student to hospital. An executive staff member is aware of the incident. The school is managing the incident.  Parents of students involved have been informed.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-189467,28/02/2020 15:50,Term 1,Welfare,Rural South and West,Albury,Attempted Suicide,,,A student has attempted suicide with an implement on school grounds. Executive staff intervened. An employee was impacted after witnessing the incident. Parents were contacted. Supports are in place for the employee.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-189577,28/02/2020 16:20,Term 1,Welfare,Rural South and West,Mitchell,Student Welfare Concerns,Absconding / Missing Student,Threat / Intimidation / Offens. Conduct,"A student has used offensive language towards an executive staff member during class. The student's parents were contacted and attended school grounds. The student has then absconded from the school. Police were contacted and located the student. #### will be followed. Supports are in place and the school is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-189580,28/02/2020 16:21,Term 1,Welfare,Rural North,Northern Tablelands,Attempted Suicide,,,"Executive staff report that a student has attempted suicide on school grounds. No injuries were sustained. Students carer was notified and attended. Police and ambulance were contacted and conveyed the student to hospital. Supports are in place for the student and staff. #### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-189838,2/03/2020 10:18,Term 1,Welfare,Regional South,Wollondilly,Student Behaviour,,,A student had come to school in a heightened state causing damage to school property and damage to a xxxxx of the xxxxx xxxxx. Emergency services were contacted. Student conveyed to hospital for a xxxxx xxxxx. Parents notified of the incident.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-189917,2/03/2020 11:17,Term 1,Weapon,Metropolitan North,Pittwater,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,Executive staff reports a student brought a weapon to school following an incident that happened off school grounds. Student had previously made verbal threats towards another student. School has contacted the parents. Nil injuries sustained. Weapon has been confiscated. Disciplinary action has been taken.  School managing on a local level and all supports in place for students.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190009,2/03/2020 12:00,Term 1,Violence,Metropolitan South & South West,Glenfield,Allegations Of Sexual  Assault,,,Employee reports allegations of ####  assault to a student on school grounds. Parents are aware. #### has been followed. Police will be contacted. Executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190034,2/03/2020 12:08,Term 1,Welfare,Regional North and West,Hastings,Attempted Suicide,,,School reports of student welfare concerns following an incident that has occurred in the classroom. No injuries had been sustained by staff or student. Parents notified of the incident. Supports to be put in place for student.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190197,2/03/2020 13:45,Term 1,Violence,Regional South,Wollondilly,Assault,,,"An employee reports that xxxxx students have been involved in a physical altercation on school grounds. No injuries were sustained. Parents were contacted and collected the students. Supports are in place. Altercation was filmed, media unit will be contacted. Executive staff are aware.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190275,2/03/2020 14:17,Term 1,Welfare,Metropolitan North,Carlingford,Student Behaviour,,Assault,"A student in a heightened state became disruptive and violent while in xxxxx, therefore the class was evacuated. The student then assaulted staff, on school grounds. No physical injuries were sustained. The student was collected from school by their carer. The school is managing the matter locally. xxxxx details provided.",1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190295,2/03/2020 14:31,Term 1,Violence,Regional North and West,Upper Hunter,Assault,,,School reports of a physical altercation between students. First aid was administered. Ambulance contacted and conveyed a student to hospital for medical treatment. Parents notified of the incident. Police contacted and will be investigating. Supports are in place for students involved.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190384,2/03/2020 15:11,Term 1,Violence,Metropolitan South,Chullora,Assault,,,Employee reports multiple students have been involved in a physical altercation on school grounds. No injuries sustained. Parents have been notified. Executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190485,2/03/2020 15:57,Term 1,Violence,Rural South and West,Deniliquin,Assault,,,Students were involved in a physical altercation where an ambulance was required to transport a student to hospital for medical treatment. No first aid administered. Parents were notified of the incident. Police contacted and informed. Supports are in place for students involved.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190518,2/03/2020 16:11,Term 1,Welfare,Rural North,Peel,Student Behaviour,,,An executive staff member has reported a case of student behaviour on school grounds. Police and ambulance called and attended the scene. The students carer was contacted. The student's xxxxx xxxxx was contacted and attended. The student went xxxxx with his carer. The school is managing the matter. Supports are in place. Mandatory reporting will be followed. School executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190682,3/03/2020 8:39,Term 1,Emergency Situation,Regional North,Mooney Mooney,Utility Failure,,,Executive staff member reports a utility failure to the school. Energy provider is currently working on rectifying the issue. The school is currently operational and the Director Educational Leadership is aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190789,3/03/2020 9:58,Term 1,Violence,Regional North,Central Coast,Indecent Assault,,,Executive staff reports a student indecently assaulted another student on school grounds.  #### guidelines were followed. Parents contacted. Police called. Supports have been put in place. Director Educational Leadership is aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
S-2020-190798,3/03/2020 10:02,Term 1,Welfare,Rural South and West,Albury,Student Behaviour,,,Employee reports students have absconded from school. Parents have been notified. Police will be notified. Executive staff are aware.,1,On workplace grounds,2020-biannual-incident-report-n1.csv
